Link Margin (dB),Attenuation (dB/km),Timestamp,Temperature (°C),Humidity (%),Rain Intensity (mm/hr),Fog Density (dB/km),SNR (FSO) (dB),SNR (RF) (dB),RSSI (RF) (dBm),Optical Attenuation (FSO) (dB/km),BER (FSO),BER (RF),Transmission Range (km),Modulation Scheme,Noise Figure (dB),Power Level (dBm),Optimal Link,Wind Speed (km/h),Air Pressure (hPa),Visibility (km),Weather Condition,Traffic Load (%),FSO Reliability,RF Reliability,Hybrid Score,Solar Radiation (W/m²),Cloud Cover (%),Urban Interference (dB)
18.864418266397234,1.6461388989776404,2025-01-01 00:18:00,5.06839690758707,63.62703131091932,2.5863236038655693,27.29645614675266,27.28897576830152,12.924384599771578,26.205551988842167,-12.380055966291568,1e-06,0.001,10.086186209376066,64-QAM,25.727468333976482,30.0,FSO,5.040448654779177,9.92538392358036,35.53893733734208,Foggy,32.989913953750325,-2.3979649879695812,0.47506422972311924,-0.961450379123231,752.0088057268058,7.851140096585341,1.867363921694602
14.873675205309787,3.492010681804581,2025-01-01 00:19:00,4.857542227272509,29.65712879563108,9.185298240939408,0.46811584754109603,-16.663177325379774,-10.084259700175911,-9.798121377494745,6.563107302300331,0.0001,0.001,32.90925726635849,16-QAM,-14.080147684150205,28.0,Hybrid,31.693799893201703,17.321910541792327,12.463140583619737,Rainy,54.76678665006595,-2.203218420597,-0.9338901969738318,-1.568554308785416,560.6500160040902,68.1938725587087,13.204928865498704
14.764471701030898,0.4817236119968268,2025-01-01 00:20:00,4.93688703829354,59.04163845664122,7.550825578876987,-8.513148142588971,-6.998249061066884,3.5012910580597882,27.63965529098609,8.384120276820866,0.0001,0.001,40.420928525963795,QPSK,-8.431304952626967,25.69939160060142,Hybrid,24.104968381502285,32.79764057622277,8.360597318711985,Rainy,26.43922552202051,-0.7457544079387842,0.12225325418500298,-0.3117505768768906,978.5487445569091,18.189153709646632,14.07570830958111
17.4948425517131,2.3922696915423898,2025-01-01 00:21:00,7.37214908062374,73.16933522622293,7.8586689881362295,-7.197075148615227,-19.18766115379649,3.925154814980864,0.8978674295785716,24.64513208441209,0.0001,0.001,29.085967940916323,QPSK,14.424171751541834,28.0,Hybrid,39.039780502740555,5.525759195376198,7.859882018839788,Rainy,68.5215257876064,-0.7481989599678978,2.0681923056408946,0.6599966728364984,203.91795033017917,30.686475454276863,8.519545498543238
14.5732811918458,4.874091093536635,2025-01-01 00:22:00,7.871389872001525,28.332930277712876,1.6205184760964209,8.761064151715498,-11.896942685271643,6.199089638463519,25.713535249050217,-11.620065649203564,0.0001,0.001,3.5946111174024167,16-QAM,6.546053940355279,26.139570609361623,Hybrid,44.80847471502232,40.2324055746141,45.56973728693867,Stormy,76.38718254346253,1.120232499331474,0.23205800283150183,0.6761452510814879,437.4305324580529,23.795854844479546,0.9274376685097152
5.573490991910706,4.914729304258757,2025-01-01 00:23:00,7.360315827833082,37.830264715231934,1.5225323366156107,-15.06802490530572,-11.967850125133694,13.060587098535223,-10.40319407472217,11.245807845321327,0.0001,0.001,3.6633134576202595,BPSK,-7.2184619794770075,21.040319407472218,RF,48.90184793653727,16.49531596090921,5.11918176419865,Stormy,62.42550953300599,-0.9773018061610504,1.1453446300179217,0.08402141192843565,528.5248100498995,18.01294012326168,1.3714080374694648
5.876620857263351,4.665354867388102,2025-01-01 00:24:00,2.0658349801973666,92.97334386014808,9.741040928530683,-18.779936506846038,-3.782775510639869,4.18969118271772,-13.08440792819982,2.1350404460104215,0.0001,0.001,42.76245572024887,16-QAM,16.121349101464787,24.91861686558443,Hybrid,24.690587708282365,49.46721318976547,6.334176507567524,Rainy,79.17893972412475,-1.2066113901189823,0.2974701672996218,-0.45457061140968025,445.55081904180395,42.89484637796094,0.8642134528395568
18.23981151302018,0.8274385909770605,2025-01-01 00:25:00,7.105533908539167,39.60383785330321,6.580810237192295,3.2919403712984803,21.39215766705984,-12.676607215574407,-12.30188694756773,9.057725836411986,1e-06,0.001,32.57633349071786,QPSK,2.6349053891300542,23.256889909702913,Hybrid,37.05467212441878,23.294179185123458,28.855147171753597,Rainy,68.46206532639178,2.1269378401242367,-0.9529931554479452,0.5869723423381458,528.6613890138261,1.097151315270295,14.322534584909253
15.556380682120674,3.929884608496222,2025-01-01 00:26:00,2.7333381354221977,95.49086434698827,2.633797873856679,24.133699858654147,-10.587985951464834,13.20098478885626,16.62773689463893,-13.935394789368388,0.0001,0.001,17.52839759004556,BPSK,13.155020588838823,18.337226310536106,RF,6.505615656244597,26.02329713686875,18.974433755377188,Foggy,52.325658137446666,0.8185282416093793,0.748875755734194,0.7837019986717866,251.77502845275006,34.338512513460685,5.601273171595928
16.758739828337518,3.6692950278627094,2025-01-01 00:27:00,5.9400853874020045,66.15279947948106,1.0420378128545138,20.806590761861308,22.182613884407793,29.297284887558654,-1.892560771317246,13.896572510495119,1e-06,1e-05,21.91343764347114,BPSK,-18.54627224228296,20.189256077131724,RF,29.65752722633581,16.495862230829207,32.81486212723818,Foggy,44.87463505349333,1.4891085764043657,10.128494162705849,5.808801369555107,199.39825506890787,33.36179026675901,6.878898179999336
11.71855379555687,4.942557603078404,2025-01-01 00:28:00,5.1200184783393645,7.5736298868665175,1.5962489742671593,4.433919262466414,28.434181546832377,-2.797330399192191,-0.0030798299500354176,20.502068714723492,1e-06,0.001,20.709966977495952,QPSK,17.064583792995265,19.872629770471963,Hybrid,13.373408195654909,9.265619828033415,10.732495422546258,Clear,63.27127098004134,1.3223928322469798,-2.788741549445301,-0.7331743585991607,100.45183886608476,70.12181326713052,0.16763446712005026
9.374419570702578,0.5295166090272676,2025-01-01 00:29:00,9.165194903908837,0.6024215581046044,1.9327553720516022,-5.104735400570487,-7.197856858893902,-7.015408142103045,-9.465456809408689,13.755646420991901,0.0001,0.001,24.191472437699918,16-QAM,9.92915331753419,27.84265300019939,Hybrid,39.29774253217223,38.859204830101724,24.246432936844734,Stormy,56.88324690479188,-0.4878035603139675,-0.6703394099143413,-0.5790714851141544,767.6838182380043,44.98031830463233,2.865753887859107
5.799742423133719,2.8425516573012573,2025-01-01 00:30:00,7.036952117320014,66.49744499290978,0.9250165003633004,24.337695551592695,-15.045370012304897,18.6741267284146,21.390808195677884,-6.758643232241878,0.0001,1e-05,35.90290815437084,QPSK,10.518693075340902,17.860919180432212,RF,15.402979412761793,37.450819166520475,3.6022817244620886,Foggy,23.782467364292827,2.612658816588579,0.8340086059072794,1.7233337112479292,393.62643744238335,16.452617403137772,0.510142823718957
11.4173360128929,2.539848803572243,2025-01-01 00:31:00,7.991960095177322,68.96992545629521,9.838703349228782,-9.073763362846286,-7.058301249209885,13.212733062928166,-18.125793486529044,29.682598713351673,0.0001,0.001,39.109433777585195,BPSK,22.579242975857632,21.812579348652903,RF,49.44767014209277,7.896110380843449,41.575948818267655,Rainy,46.18701380158054,-0.23004248483484657,0.6908331971813012,0.23039535617322732,603.952304967657,56.72613931563657,11.833986528293606
9.856768035759144,0.797770706793239,2025-01-01 00:32:00,8.184535665104578,46.37288229089823,6.8394893590626396,24.743568194449715,21.48777274805643,14.73932739044443,7.189881395423949,5.197617968742321,1e-06,0.001,5.52038576993972,QPSK,-12.879162082247003,19.281011860457603,RF,22.40053133623969,30.97024246500615,18.019574058948944,Rainy,38.04664505910487,3.4671018537170224,1.7996997366384264,2.6334007951777245,661.9052546573103,72.5324470454196,4.320782556000416
7.022088710626612,4.5981596122594155,2025-01-01 00:33:00,0.8076347436298081,85.37939384342013,7.550131418739019,-13.779556585364777,11.147447258924068,23.94464699562546,-16.142589573987475,-14.982335851014149,0.0001,1e-05,26.131850453683562,BPSK,12.685657639017201,21.614258957398746,RF,10.936858830427264,22.029084930030525,12.160584883552252,Rainy,37.52710522458913,-0.797252145686054,1.3967928761451287,0.29977036522953737,253.3167931303498,7.901593167657184,3.024060542447935
7.209394589818132,3.111765322992259,2025-01-01 00:34:00,5.213367533643995,42.13633171987934,4.254535372418689,-0.8737577084697961,23.86935141900331,-15.907514790421743,26.66451717797146,-1.0840518955693312,1e-06,0.001,17.709429377395622,16-QAM,12.16757125649189,30.0,FSO,7.845511155787175,28.474624610800166,1.971691947055051,Clear,61.09587420867467,-283.98349920989443,-0.5750150883923065,-142.27925714914338,800.9537859863256,47.06544382133796,9.869115382538482
13.653518170167613,1.3580345501925044,2025-01-01 00:35:00,6.026249330259882,8.657585592016293,8.23715401507257,-11.847518260411853,27.5032051170379,14.224046620103053,-4.306797429042829,-14.941960244855771,1e-06,0.001,2.710948634793602,16-QAM,9.797760704995301,30.0,FSO,45.11611527704147,39.80258248175679,23.750038406221105,Rainy,47.81632543048366,-1.972692837593328,2.680344748465102,0.35382595543588713,632.935761975964,26.453912200513983,8.918129559026088
5.590202367432996,2.3510689832231466,2025-01-01 00:36:00,0.12132535501408359,96.95681227600062,4.54466317013047,24.42807710540709,28.63914759482951,21.994434745759214,-1.2824463480973307,20.62268697981135,1e-06,1e-05,15.882055644703172,BPSK,-8.396637893170615,20.128244634809732,RF,38.37120853313418,10.936089763934032,22.944650814349792,Foggy,84.66470603778886,1.3244953146465692,9.63634249895687,5.480418906801719,703.0651781077871,27.168204416240293,5.892515019743639
17.508865818510454,2.3872836096658,2025-01-01 00:37:00,2.5848156303203975,68.84918901979984,7.241079916616963,-8.03794121303583,7.578881567018605,2.4117806450523247,3.7518241664881486,0.6597811686369042,0.0001,0.001,20.826935615018215,QPSK,9.81698791940412,23.001867557585815,Hybrid,0.7068232569262097,6.064815179054526,33.41372805513864,Rainy,29.064366731797175,4.5661932489827946,0.5075483773286921,2.536870813155743,194.62172507424182,76.56994814134661,9.938241027945176
17.529335388714067,3.3517686316642052,2025-01-01 00:38:00,9.199520436690415,73.41779341456622,6.654433468437425,-1.4169561137176352,17.339455062691954,5.421191599172232,27.09784184043631,18.76670154908696,0.0001,0.001,4.691251991324911,QPSK,17.050181965684672,20.447870667627164,Hybrid,14.707127413599112,7.794314818047398,11.626115423760016,Rainy,42.02906365620859,0.8772052848388798,0.19293978626395636,0.5350725355514181,335.20370960351363,38.23043599638799,7.634950509151233
15.665145951339019,4.976771122718444,2025-01-01 00:39:00,0.8700024987142396,25.385429615319755,1.591019970144022,-6.105475073730458,-19.196040276560193,27.45586706631724,-17.098897284390752,-14.59606567909829,0.0001,1e-05,35.776167516059076,BPSK,-5.2872161579568235,21.709889728439077,RF,33.675191516499474,43.82922804361403,44.77479314739707,Stormy,56.74891503736048,1.4118819906902143,1.5169911533779648,1.4644365720340895,527.7148509427412,96.51571045643004,5.505436435399628
8.813348874968245,3.0556473536843103,2025-01-01 00:40:00,5.629226965983864,46.23408393827096,8.780525513916688,-4.7945278159687295,20.092460238862024,-6.908484503291556,21.14308904833826,23.447506363664374,1e-06,0.001,39.2341749903515,QPSK,-1.7816156362579925,22.363204852885907,Hybrid,12.705305123736716,37.547503849818604,6.088485329708951,Rainy,25.750688927605285,0.8218613358753378,-0.31199280679449765,0.2549342645404201,577.1217023602283,98.7377131905488,11.179475355595757
6.862287992006753,3.5873957697652648,2025-01-01 00:41:00,0.8939874291660899,19.632541348184773,6.751679676972863,-15.736885785170633,28.73113250225053,-5.748415068270445,19.94857379852583,-15.679977152658868,1e-06,0.001,26.23621269723567,64-QAM,22.85265251784562,30.0,FSO,19.695633203918472,38.61879965876595,1.6698229634964508,Rainy,25.6273986726616,-1.9571646606443587,-0.274406034680746,-1.1157853476625523,323.8690910355273,91.95176333138441,0.8326789354480835
15.564604562127759,3.967098706395629,2025-01-01 00:42:00,3.131231274934867,86.20513963535895,1.947107711085988,23.96062368886257,-5.086067631896418,16.574494864033177,-13.532978958379488,-14.797755467681299,0.0001,1e-05,41.085918726924085,QPSK,-13.598020699189222,21.353297895837947,RF,0.454130773434832,3.0627649944086377,5.4282934180207825,Foggy,87.1807502498404,0.3686155798172822,1.1404747031906066,0.7545451415039444,595.367502563854,44.804679472637346,1.3022154172430134
13.561265576307784,2.6856118026774367,2025-01-01 00:43:00,6.092603054111833,38.127902264112855,7.397548296218047,-0.4555396886530758,14.070450261001525,25.350409036425248,18.03865347756902,13.786668263134686,0.0001,1e-05,30.20535411497303,BPSK,-19.624056933808497,18.1961346522431,RF,1.246518152126309,6.893763193978057,47.525588719925885,Rainy,55.94365982035327,0.951563260270145,1.3315232123055665,1.1415432362878557,582.3733307244955,94.6778825542745,2.34610398853414
10.579161566200085,2.6188314190456667,2025-01-01 00:44:00,8.25317919724139,97.18767807883353,4.483553523934027,15.906972962057452,28.926014660905963,3.009838807435486,28.8701443353304,23.249294886734575,1e-06,0.001,3.787042761571772,QPSK,12.830697363763008,18.61282930633171,Hybrid,37.97237572327858,33.618902261632975,5.420124286830005,Foggy,19.67129610406694,1.1928600314366156,0.10076411997365038,0.646812075705133,139.69362126680855,30.11674813928912,8.819473722969535
19.644915853621534,0.484732775001424,2025-01-01 00:45:00,3.263863429559083,8.2465353123642,9.498817298605223,-1.3458145347439228,2.174217693490661,7.87767767810444,6.696532268487072,10.743323948308081,0.0001,0.001,28.883528243978883,16-QAM,16.50888424181783,22.98962092568098,Hybrid,9.872867312154906,20.787826677847576,12.569200620568925,Rainy,45.72405055815656,0.18514499838897072,1.023535977411419,0.6043404879001949,225.55640477355058,28.090640010061595,0.2188243028182274
11.307978962112932,3.193019089943334,2025-01-01 00:46:00,1.5392397417880543,72.73707962762884,7.721814561964713,21.345830692331162,-9.392511330313296,19.949228891247742,-10.710183365167262,2.811277581598315,0.0001,1e-05,43.33340196891254,QPSK,0.00618188785330176,21.071018336516726,RF,0.4916376831423517,30.38572970276287,42.934616989614874,Rainy,88.04748813946497,-2.4643997004212976,1.703579548599391,-0.3804100759109533,527.5943831849007,34.99266993763205,6.097102337962527
8.802348110086974,3.217272891935522,2025-01-01 00:47:00,9.05000060471596,64.67595912804295,7.161110436995836,14.050722495697187,-15.569075603948356,0.3841419691845438,-8.739133224220057,21.19898686521686,0.0001,0.001,23.11004393641617,QPSK,-11.794056590460366,28.0,Hybrid,32.58738907026265,29.272878785903877,17.28955237587181,Rainy,37.88044620571159,-0.7013417188125474,0.039443137324503254,-0.3309492907440221,419.3030467076769,65.07469794373327,1.8792949463446957
6.734504289531917,0.8242356154142635,2025-01-01 00:48:00,7.728772498279222,4.619079081878441,8.36764940627816,29.057078140569274,0.2320300912750426,-7.545950687981822,6.009547637615022,6.390965570613766,0.0001,0.001,7.773217816043542,16-QAM,29.690487392485984,26.462784119341357,Hybrid,11.865110956599729,45.36803761910619,17.173474542618482,Rainy,18.201775725382543,0.0313937453852561,-1.0765246315594355,-0.5225654430870896,707.3585727702073,6.859336033302144,9.55061609303796
5.6149966111340275,3.206427614773969,2025-01-01 00:49:00,5.456958995235231,13.478485483528324,8.632861567225204,26.791402811782405,2.5935769179032455,-17.478455838852675,6.1384501430440785,-16.099076766662233,0.0001,0.001,11.654114076942601,16-QAM,29.040264050385602,27.976975784189886,Hybrid,7.71192907842827,49.019819826366174,16.155166969151416,Rainy,84.77298210400019,-0.17177056306049734,-2.44849448950543,-1.3101325262829637,901.4324025374043,68.17178224271292,11.80540191619487
18.787021829529312,3.761284838138736,2025-01-01 00:50:00,9.564932061605365,74.1905875543264,2.80550540475649,-1.7175970698301661,-10.566579938104747,15.282087782362417,8.333213418448238,-17.40148425169529,0.0001,1e-05,29.168429663280108,QPSK,-8.589403512643505,19.166678658155178,RF,12.131610937226393,37.77308021906756,12.18906855173169,Clear,29.796483530823423,0.6442453485276837,1.6373875853042748,1.1408164669159793,576.4768333308471,52.379580777766456,6.369264839282381
9.287999606603243,1.0135595974164429,2025-01-01 00:51:00,5.537241716637359,48.75046984423656,5.649551477669036,-13.189859158413473,28.60952223344693,23.339611763142244,-8.988336776145315,-4.941751131811593,1e-06,1e-05,39.55682937588965,16-QAM,3.2274917253634463,30.0,FSO,32.4327389996368,17.576041247774377,0.4224157445095298,Rainy,76.7827802150338,-7.258074210356923,2.336686506094104,-2.460693852131409,162.58366042930305,55.24491012669765,11.564491098214031
12.129309329132383,2.270577797960379,2025-01-01 00:52:00,8.20872670300735,1.1701313724128415,8.633445683942671,-11.21667426552597,16.691096551153983,19.781531289956547,4.297063116948266,17.696928709547436,0.0001,1e-05,39.80966880516117,QPSK,-4.272365016933943,19.570293688305174,RF,28.64672389878864,40.49744753365189,46.22824205594123,Rainy,26.496841745333555,0.8927186283076968,3.7344337519151645,2.3135761901114305,631.5945672333823,88.83358027547878,0.6151040396689672
14.63358512904334,4.760208831907926,2025-01-01 00:53:00,3.9518812163584025,53.25198609022569,5.593814524884828,15.74659714426221,18.517624775867525,-18.370540770143634,-10.094589553131431,-14.510933627405713,0.0001,0.001,0.18368506179889715,16-QAM,25.12787167426756,30.0,FSO,8.495590651143782,21.98925621048022,28.442522737757994,Rainy,47.94883195341303,-1.3705658903028128,-1.65581076092703,-1.5131883256149214,664.5091884342669,55.40262770646242,12.904972569678417
8.097075554203581,4.104033000820798,2025-01-01 00:54:00,2.1121013099702846,72.9370088812205,2.2841105186659485,-10.356273082499166,3.5097866654930776,-13.516548269602158,26.907444691966937,-7.188462358967984,0.0001,0.001,19.227326751550205,16-QAM,9.568326554224289,27.001352320821816,Hybrid,16.70657060192821,48.29959789113855,15.696431772988316,Clear,70.43330095232358,-0.5671500385563282,-0.4843348582714508,-0.5257424484138895,391.494557701219,61.855657345511304,11.90738604737514
5.199698850568929,2.6902688190648147,2025-01-01 00:55:00,5.706963332348796,69.11573368063037,2.4198917474182977,1.4602087749801882,20.16767849364186,-16.516123474049976,-18.52955735188881,-7.185418160328187,1e-06,0.001,3.424150148450286,16-QAM,25.39726974906089,30.0,FSO,42.27513402639805,43.82147855543603,24.976438321310837,Stormy,70.31912658363194,-3.260519817882741,-0.845698813160894,-2.0531093155218176,503.119779671154,89.19702945963785,0.024031077670614298
12.541939225955046,2.7180736082708794,2025-01-01 00:56:00,8.094179201380527,31.406335251554328,6.95661047758799,9.668691323660646,22.136286579076007,4.877317415379842,-9.335062384615526,-15.654754243998386,1e-06,0.001,9.168456206928033,16-QAM,-4.317939234151357,30.0,FSO,45.19042362856011,24.572399862565856,21.683856377322773,Rainy,46.29815060457447,-1.510519126456287,0.47191949442318565,-0.5192998160165506,431.96352382545643,73.11623097035155,6.085454300443452
9.266987536240915,4.19640446099862,2025-01-01 00:57:00,1.6084751824937027,6.93453857799925,8.340086293827996,16.91383884269247,-8.053386159181557,-7.376272855735715,2.4831563703961024,5.63798318994629,0.0001,0.001,5.042443109452791,QPSK,0.33659012474410943,28.0,Hybrid,30.881646021081288,16.261151689474005,37.01441097507688,Rainy,13.880314942593586,-1.2132278628513247,-2.1176978784035727,-1.6654628706274486,603.0908749338147,47.78389985157608,4.115913854990161
